author,statement,source,date,label,BinaryTarget
C. Eugene Emery Jr.,"""When these [undocumented] students graduate from college, they're still illegal aliens. They cannot get a job.""",Terry Gorman,24-Apr-12,TRUE,0
Katie Sanders,"Florida has ""1,200 golf courses. I think 58 million rounds played a year in Florida. We’ve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.""",Rick Scott,10-May-12,Mostly True,1
Janie Har,"Says ""I am happy to decline PERS so that the County can save over $68,000 over a four year term that would have been paid on my behalf.""",John Ludlow,8-May-12,Half True,1
Janie Har,"Says Jeff Reardon cut elementary school music classes, art instruction, teaching positions, basketball and volleyball programs, and he voted to raise school lunch prices.",Mike Schaufler,8-May-12,Barely True,0
Ian K. Kullgren,"Says ""One-third of our healthcare dollars go to wasteful insurance billing and bureaucracy.""",Jennifer Williamson,3-May-12,Mostly True,1
Becky Bowers,On support for gay marriage.,Barack Obama,9-May-12,Full Flop,0
Angie Drobnic Holan,"Democrats plan to keep student loan interest rates low  ""by raising taxes on small businesses, very small businesses … the kinds of small businesses that give jobs to graduates.""",Marco Rubio,8-May-12,FALSE,0
Jake Berry,"""The expiration of the Bush-era tax cuts ... would be the biggest tax increase in the history of the country, about $4.6 trillion over 10 years.""",Charles Bass,3-Apr-12,Barely True,0
Meghan Ashford-Grooms,"Says Lee Leffingwell ""raised property taxes 20 percent in three years.""",Brigid Shea,7-May-12,Half True,1
Tom Kertscher,"Says Democratic recall opponent Tom Barrett is campaigning on ""lifting property tax"" limits.",Scott Walker,7-May-12,Barely True,0
Bill Wichert,"""Just remember this: the president's health care bill put 30 million people on health care rolls that weren't there before.""",Frank Lautenberg,3-May-12,Half True,1
Nancy  Madsen,"Says when he was governor, ""we expanded participation in Virginia in early childhood programs by nearly 40 percent.""",Tim Kaine,4-Apr-12,TRUE,0
Bartholomew Sullivan,"Says George Flinn has been a ""no show"" at scheduled ""forums.""",Charlotte Bergmann,10-Apr-12,FALSE,0
Sue Owen,"Says since 2000, Austin’s ""tax burden"" rose more than 40 percent while family income rose more than 20 percent.",Dominic Chavez,30-Mar-12,Mostly True,1
Chris Joyner,Georgia crackdown on illegal immigration costs state farmers $400 million last year.,Charlie Flemming,11-May-12,Barely True,0
Tom Feran,"Jim Renacci ""voted repeatedly to end Medicare.""",Betty Sutton,1-May-12,FALSE,0
Ian K. Kullgren,"Says ""Schaufler was the only Democrat who voted to stop"" the state’s health care reform plan.",Oregon League of Conservation Voters,8-May-12,Barely True,0
Nancy  Madsen,"If Congress froze the current spending level and then cut it by 2 percent annually, ""we could balance the budget in five years.""",Jamie Radtke,5-Apr-12,Mostly True,1
Louis Jacobson,"""The only time government employment has gone down during a recession has been under me.""",Barack Obama,8-May-12,FALSE,0
Dave Umhoefer,"Says Gov. Scott Walker approved a ""gutting"" of two tax credits that help the poor and elderly.",Gwen Moore,28-Apr-12,FALSE,0
Caryn Shinske,"New Jersey has ""the highest property taxes in the nation and not by a little. They are the highest property taxes in the nation, more than double the national average.""",Lou Greenwald,1-Apr-12,TRUE,0
Molly Moorhead,Says he did not vote for Nancy Pelosi for speaker of the House.,Joe Donnelly,7-May-12,Barely True,0
W. Gardner Selby,"Says challenger Dominic Chavez is a ""Rick Perry Republican"" lobbyist.",Bill Spelman,8-May-12,FALSE,0
Katie Sanders,"U.S. Sen. Bill Nelson ""chose to side with President Obama"" against the Keystone pipeline",Freedom PAC,30-Apr-12,Half True,1
Meghan Ashford-Grooms,Says Austin Mayor Lee Leffingwell voted for a toll lane on MoPac.,Brigid Shea,16-Apr-12,TRUE,0
Sue Owen,"Says no Austin City Council ""member lives south of"" Lady Bird Lake ""or north of 45th Street.""",Shaun Ireland,30-Mar-12,Mostly True,1
Erin O'Neill,"""We are coming up on our 40th anniversary of electing a Republican to the United States Senate. 1972 was the last time New Jersey sent a Republican to the United States Senate.""",Chris Christie,4-May-12,TRUE,0
Bill Wichert,"""There has not been a Democratic woman in Congress from New Jersey in almost four decades.""",Nia Gill,7-May-12,TRUE,0
Eric Stirgus,Crime rises in communities with casinos.,Georgia Family Council,19-Apr-12,Half True,1
Henry J.  Gomez,"Says that Rep. Betty Sutton ""would rather riot with Occupy (Wall Street) than stand up for Ohio families.""",National Republican Congressional Committee,2-May-12,Pants Fire,0
Molly Moorhead,"The Obama White House recognizes a ""baby that has not been born"" for security purposes.",National Right to Life Committee,8-May-12,Barely True,0
Becky Bowers,"Says Mitt Romney ""has refused to say whether he would have vetoed or signed the Lilly Ledbetter Fair Pay Act.""",Barack Obama,3-May-12,Mostly True,1
Molly Moorhead,"Mitt Romney has ""proposed cutting his own taxes while raising them on 18 million working families.""",Barack Obama,5-May-12,Mostly True,1
Joshua Gillin,"Says that U.S. Sen. Marco Rubio says troops are leaving Iraq ""too fast.""",WrongWayRubio.com,8-May-12,TRUE,0
Janie Har,"Says he ""is the only candidate in the race for Clackamas County Chair who will refuse to join the Public Employees Retirement System.""",John Ludlow,4-May-12,TRUE,0
Louis Jacobson,"Says Mitt Romney is proposing a ""tax cut that gives an average of $250,000 to every millionaire in this country.""",Barack Obama,5-May-12,TRUE,0
Joe Guillen,"Says Ohio law gives tax breaks ""to rich people who own private jets.""",Mike Foley,25-Apr-12,Mostly True,1
Eric Stirgus,Each U.S. House member who voted to overhaul Social Security in 1983 was re-elected.,Saxby Chambliss,23-Apr-12,Half True,1
Louis Jacobson,"""We should be seeing numbers in the 500,000 jobs created per month. (Creating 115,000 jobs, the total from April 2012) is way, way, way off from what should happen in a normal recovery.""",Mitt Romney,4-May-12,Half True,1
Amy Sherman,"The congressional district for Miami-Dade and Broward counties has a ""staggering drop-out rate of almost 61 percent.""",Rudy Moise,1-May-12,FALSE,0
W. Gardner Selby,Says Williamson County District Attorney John Bradley reduces 36 percent of felonies to misdemeanors and hands them off to her.,Jana Duty,15-Apr-12,Barely True,0
Bill Wichert,"Says ""an unchecked Democratic Majority in Trenton"" is responsible for ""years of diversions"" from the state’s unemployment insurance trust fund.",Anthony Bucco,1-May-12,Barely True,0
Sean Gorman,"The U.S. economy is ""recovering slower than Europe """,Bob McDonnell,21-Apr-12,FALSE,0
Eric Stirgus,"""The United States imprisons more than any nation in the world.""",Hank Johnson,18-Apr-12,Half True,1
Tom Feran,"Says the average Ohio student graduates from a four-year college or university with nearly $27,000 in tuition debt.",Sherrod Brown,15-Apr-12,Half True,1
Tom Kertscher,"Says Gov. Scott Walker ""has caused Wisconsin to lose more jobs than any other state in the country.""",Tom Barrett,26-Apr-12,Half True,1
Erin O'Neill,"Says Rep. Paul Ryan’s budget proposal ""would effectively double the interest paid out on existing and future student loans.""",Loretta  Weinberg,30-Apr-12,Barely True,0
Zack McMillin,"""We will not ask for a tax increase to run city government.""",A C Wharton,16-Apr-12,Mostly True,1
C. Eugene Emery Jr.,"""If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.""",Sheldon Whitehouse,16-Apr-12,FALSE,0
Janie Har,"Says ""I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door.""",Charlie Hales,30-Apr-12,Barely True,0
Janie Har,"Says the mayor’s job ""is to make sure that if somebody is trying to build a set of water treatment plants to cure us from cryptosporidium we don’t have, we don't say yes even if CH2M Hill wants us to.""",Jefferson Smith,30-Apr-12,FALSE,0
Janie Har,Says we could have saved ourselves the cost of building the Powell Butte water reservoir.,Eileen Brady,30-Apr-12,FALSE,0
Janie Har,"Says  ""I don’t agree with Mr. Hales that we should give a sweeping break to the developers to allow them to build that infill housing without paying for those very basics.""",Jefferson Smith,30-Apr-12,Mostly True,1
Janie Har,"Say that under state law, ""systems development charges can only be spent on capital investment.""",Charlie Hales,30-Apr-12,TRUE,0
Janie Har,Says she is co-owner of Celilo Group Media.,Eileen Brady,30-Apr-12,TRUE,0
Louis Jacobson,"""Under the Romney/Ryan budget, interest rates on federal student loans would be allowed to double.""",Barack Obama,3-May-12,FALSE,0
James B. Nelson,"""The failed economic policies"" of President Barack Obama, the Democrats and the Federal Reserve ""are making gas prices higher while America’s economy is running on fumes.""",Eric Hovde,29-Mar-12,Barely True,0
Bill Wichert,"Says President Barack Obama ""added"" $6.5 trillion to the national debt in his first term, more than the $6.3 trillion added by the previous 43 presidents combined.",Chain email,30-Apr-12,Barely True,0
Michael Collins,"""The United States already has the highest corporate tax rate in the world.""",Scott DesJarlais,24-Apr-12,Mostly True,1
Willoughby Mariano,"""When housing and transportation costs are combined, Atlanta’s cost of living -- typically perceived as relatively low -- ranks as 7th worst out of 51 metros nationally.""",Citizens for Transportation Mobility,16-Apr-12,Half True,1
Sabrina  Eaton,Says the oil industry subsidies that President Barack Obama is attacking don’t exist,Bill Johnson,17-Apr-12,FALSE,0
Janie Har,"Says she is ""saving ratepayers $6 million/year.""",Amanda  Fritz,19-Apr-12,FALSE,0
Becky Bowers,"Says the stimulus bill sent tax credits overseas, such as  ""tens of millions of dollars to build traffic lights in China.""",Americans for Prosperity,26-Apr-12,Barely True,0
Toluse Olorunnipa,"""We didn’t go out asking people"" to join the ""stand your ground"" task force.",Jennifer Carroll,19-Apr-12,FALSE,0
Becky Bowers,"Says the stimulus bill sent tax credits overseas, such as ""half a billion to an electric car company that created hundreds of jobs in Finland.""",Americans for Prosperity,26-Apr-12,FALSE,0
Reginald Fields,"Since 2009, the Ohio Republican Party has made more contacts with voters — nearly 6.6 million — than any other GOP state organization in the nation.",Kevin DeWine,4-Apr-12,Mostly True,1
W. Gardner Selby,"""Over the history of Austin, it’s always gotten more expensive.""",Mike Martinez,19-Apr-12,Barely True,0
Erin O'Neill,"Says ""in our gun laws we’re allowing domestic abusers to sidestep this ban on getting a gun. The loophole allows a convicted abuser to walk into a gun show and walk out with a gun, no questions asked.""",Frank Lautenberg,26-Apr-12,TRUE,0
Alex Kuffner,"""We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.""",David Dooley,8-Apr-12,TRUE,0
Amy Sherman,U.S. Rep. Allen West wants to bring back earmarks.,Democratic Congressional Campaign Committee,24-Apr-12,Barely True,0
Becky Bowers,"Says the stimulus bill sent tax credits overseas, such as ""$1.2 billion to a solar company that's building a plant in Mexico.""",Americans for Prosperity,26-Apr-12,Pants Fire,0
Tom Kertscher,"Wisconsin women ""are paid 81 cents to the dollar of a man doing the same job.""",Kathleen Falk,17-Apr-12,FALSE,0
Bill Wichert,"""Wisconsin lost more jobs over the past 12 months than any other state.""",Barbara Buono,30-Apr-12,TRUE,0
Eric Stirgus,The fastest-rising expense in the U.S. Defense Department is health care.,Saxby Chambliss,11-Apr-12,TRUE,0
Peter Krouse,"Says excessive speculation is pushing up oil prices and a recent report estimates it ""adds 56 cents to every gallon of gasoline siphoned from the pump.""",Sherrod Brown,23-Mar-12,Mostly True,1
Janie Har,"Says ""Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voter’s guide.""",Mary Nolan,24-Apr-12,Half True,1
Louis Jacobson,"""After four years of a celebrity president … 85% (of recent college grads are) moving back in with their parents.""",American Crossroads,26-Apr-12,FALSE,0
Sue Owen,"Says ""Austin has the lowest property tax rate by far of the five major cities in Texas.""",Lee Leffingwell,16-Apr-12,Half True,1
Zack McMillin,"""Nobody is leaving Memphis. That's a myth.""",Joe Brown,18-Apr-12,Pants Fire,0
Willoughby Mariano,"Before the HOPE scholarship, ""70 percent of the high school students who made 1400 or above on their SAT left the state of Georgia. Now, 70 percent of those stay in the state of Georgia.""",Nathan Deal,17-Apr-12,Barely True,0
Tom Feran,"""Student loan rates set to double because a Democratic-controlled Congress voted to double them.""",John Boehner,24-Apr-12,Barely True,0
Becky Bowers,Says Mitt Romney's comments indicated he would not have pursued Osama bin Laden.,Barack Obama,27-Apr-12,Half True,1
Dave Umhoefer,"Says Wisconsin Gov. Scott Walker’s budget ""calls for raising property taxes by nearly $500 billion.""",Pat Quinn,17-Apr-12,Pants Fire,0
Bill Wichert,"Says ""Bill Pascrell voted to eliminate all estate taxes for billionaires, and I voted no.""",Steve Rothman,18-Apr-12,Barely True,0
Stephen Koff,"Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.""",Michael Turner,23-Apr-12,Barely True,0
W. Gardner Selby,"Says the Department of Homeland Security has ordered ""enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States,"" possibly to combat ""massive civil unrest"" or ""an invasion by a foreign power.""",Chain email,24-Mar-12,Barely True,0
Bill Wichert,"""In my years in the State Legislature, I have never voted for a tax increase.""",Joseph Kyrillos,17-Apr-12,FALSE,0
Alex Kuffner,"Gas prices have gone up 99 percent since Obama became president, ""the highest gas price increase since Carter.""",National Republican Congressional Committee,20-Apr-12,Barely True,0
Tom Kertscher,"The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, ""was kind of a gravy train"" for lawyers.",Scott Walker,10-Apr-12,Barely True,0
Janie Har,"Says ""I worked with our Mayor and other commissioners to help save the school year when a budget crisis in Salem threatened to cut four weeks of the school year,"" including  negotiating with teachers to work for free.",Charlie Hales,28-Mar-12,FALSE,0
Katie Sanders,"""About 230,000 people that were on unemployment when I took office are not on unemployment now.""",Rick Scott,18-Apr-12,Mostly True,1
Meghan Ashford-Grooms,"""Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.""",Ron Paul,10-Apr-12,FALSE,0
Louis Jacobson,"Says Mitt Romney’s top five donors are Wall Street firms, while Barack Obama’s top five are technology companies and universities.",Facebook posts,27-Apr-12,Half True,1
Dave Umhoefer,"Under a new law, doctors performing drug-induced abortions could be charged if women don’t return to them for follow-up care",Wisconsin Medical Society,19-Apr-12,FALSE,0
Eric Stirgus,"The average Atlanta resident ""spends an extra $924 each year in additional gasoline and wasted time.""",Citizens for Transportation Mobility,14-Apr-12,Mostly True,1
Sabrina  Eaton,Says President Barack Obama's parents were communists.,Samuel Wurzelbacher,24-Apr-12,FALSE,0
Tom Humphrey,"""Personal income is growing faster in Tennessee on average than any other state in the country.""",Bill Haslam,20-Apr-12,FALSE,0
C. Eugene Emery Jr.,President Obama gave Egypt's Muslim Brotherhood one and a half billion dollars.,Barry Hinckley,21-Apr-12,FALSE,0
Louis Jacobson,"In the ""Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.""",Mitt Romney,24-Apr-12,Half True,1
Louis Jacobson,"Under Republican economic policies, ""the typical American family saw their incomes fall by about 6 percent.""",Barack Obama,18-Apr-12,Half True,1
Meghan Ashford-Grooms,"Says legislative cuts mean Texas is ""spending on average $500 less per student.""",Donna Howard,24-Mar-12,TRUE,0
Amy Sherman,"A proposed U.S. Labor Department rule for children working on farms ""would even ban youth from operating a battery-powered screwdriver or a pressurized garden hose.""",Tom Rooney,27-Mar-12,Barely True,0
Erin O'Neill,"Says George Norcross said the ""TAKEOVER OF RUTGER$ CAMDEN WILL COST NEW JER$EY BILLION$.""",R2RMerge,15-Apr-12,FALSE,0
Tom Feran,"""The Democrat-controlled Senate, it hasn't passed a budget in more than 1,000 days.""",John Boehner,28-Mar-12,TRUE,0
Janie Har,"Says ""my advocacy questioning contracting out in Parks … delayed and altered the renewal of the Brooks contract, and reduced the number of contracted employees in Parks from over 100 to fewer than 40.""",Amanda  Fritz,12-Apr-12,Barely True,0
Sue Owen,"Says bus riders subsidize the ""expensive, romanticized"" Leander-to-Austin train.",Clay Dafoe,16-Apr-12,FALSE,0
Amy Sherman,"""I have always said that I would be for drilling.""",Connie Mack,5-Apr-12,Pants Fire,0
Louis Jacobson,"""Bank of America could create 878,300 jobs with benefits if they spent their 2010 bonuses on job creation.""",Facebook posts,24-Apr-12,Pants Fire,0
James B. Nelson,"Says she made a ""cold call"" and persuaded an Illinois company to relocate to Wisconsin.",Rebecca Kleefisch,28-Mar-12,Barely True,0
Erin O'Neill,"Says ""$57,000 is the mean [income] in our state"" for a family.",Sheila Oliver,19-Apr-12,FALSE,0
Eric Stirgus,"""We don’t allow filming inside of the City Hall unless there is a specific reason.""",H. Ford Gravitt,17-Apr-12,FALSE,0
Kim Wilmath,"""The University of Florida announced this past week that it was dropping its computer science department ... Meanwhile, the athletic budget for the current year is $97.7 million, an increase of more than $2 million from last year.""",Forbes blog,22-Apr-12,Half True,1
Louis Jacobson,"""The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3%"" between January 2009 and March 2012.",Mitt Romney,20-Apr-12,Barely True,0
Katie Sanders,"At the same time gas prices have increased, ""the share of the oil market controlled by speculators has more than doubled over the past 10 years.""",Bill Nelson,15-Apr-12,Half True,1
Willoughby Mariano,"Under President Barack Obama’s watch, ""oil production on federal lands has decreased 14 percent over the past year.""",Jack Kingston,12-Apr-12,Half True,1
Janie Har,"Says more than 8,000 people have supported her campaign as volunteers, donors and advisors and endorsers.",Mary Nolan,18-Apr-12,Half True,1
Molly Moorhead,"In the past three years, ""we've added enough new oil and gas pipeline to circle the Earth and then some.""",Barack Obama,17-Apr-12,TRUE,0
Louis Jacobson,"""One out of two Americans … are living either in or near poverty. That means 150 million Americans, half of us.""",Tavis Smiley,22-Apr-12,Half True,1
Becky Bowers,"""We’ve got four Supreme Court justices who … signed their name to a declaration that Americans have no fundamental right to self-defense.""",Ted Nugent,14-Apr-12,Half True,1
Erin O'Neill,"""If you're earning under $100,000 a year and you commute to New York every day you pay more to the Port Authority in tolls than you pay to the state of New Jersey in income tax.""",John Wisniewski,13-Apr-12,TRUE,0
Willoughby Mariano,"Georgia’s HOPE scholarship is ""still the richest scholarship program in America.""",Michael Adams,15-Apr-12,Half True,1
Sean Gorman,"Says the Congressional Budget Office has estimated ""every penny of the federal budget will go to interest on the debt and entitlement spending by 2025.""",Frank Wolf,28-Mar-12,TRUE,0
Tom Feran,"The Buffett Rule ""will bring in less than $5 billion per year. ... Enough to pay one week’s interest on the national debt.""",Rob Portman,16-Apr-12,TRUE,0
Dave Umhoefer,"Says Gov. Scott Walker signed abortion, sex education and discrimination bills ""in secret.""",Kathleen Falk,6-Apr-12,Barely True,0
Bill Wichert,"Says ""Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.""",Raymond Bateman,9-Apr-12,FALSE,0
Lee Logan,"Ron Oakley's ""conservative leadership protected local taxpayers over government bureaucrats"" as the Water Management District’s budget decreased by ""58 percent in the four years he served on the board.""",Ron Oakley,16-Apr-12,Barely True,0
Alex Kuffner,"""The number of new businesses started per year has dropped by 100,000 during this president’s term.""",Mitt Romney,11-Apr-12,Half True,1
Louis Jacobson,"""President Obama's suggested reduction in spending for next year: $0.""",Mitt Romney,17-Apr-12,Mostly True,1
W. Gardner Selby,Says there is an upcoming vote to preserve benefits of Texas homestead exemption for seniors and the disabled.,Chain email,13-Apr-12,Pants Fire,0
Janie Har,Says Dwight Holton has never set foot in an Oregon courtroom.,Ellen Rosenblum,11-Apr-12,Barely True,0
Meghan Ashford-Grooms,"Says that when adjusted for inflation and population growth, state general revenue spending has decreased 10.7 percent on his watch.",David Dewhurst,13-Apr-12,Half True,1
W. Gardner Selby,"David Dewhurst ""has never once cut one penny from the state budget.""",Ted Cruz,13-Apr-12,FALSE,0
Joe Guillen,"""Tourism accounts for 439,000 jobs in the state of Ohio, and visitors spend $36 billion annually.""",Mike Dovilla,12-Apr-12,TRUE,0
Willoughby Mariano,"""The federal government owns tens of thousands of properties that are vacant or underused.""",Tom Graves,20-Mar-12,TRUE,0
W. Gardner Selby,"""The Austin school district calendar lists 64 different dates for either a state-mandated test or make-up test.""",Sara Stevenson,4-Apr-12,Barely True,0
Louis Jacobson,"""In 1993 the Republicans embraced a health platform that proudly features an individual mandate as its main component.""",Facebook posts,19-Apr-12,Half True,1
Janie Har,"Says Ellen Rosenblum ""has said over and over again that this is a job where 80 percent of the job is being the government’s lawyer.""",Dwight  Holton,4-Apr-12,Half True,1
W. Gardner Selby,Says Ted Cruz represents a Chinese company found guilty of stealing blueprints from an American manufacturer.,David Dewhurst,17-Apr-12,Mostly True,1
Angie Drobnic Holan,"Gas prices have doubled because ""Obama opposed exploring for energy in Alaska. He gave millions of tax dollars to Solyndra, which then went bankrupt. And he blocked the Keystone pipeline. So we will all pay more at the pump.""",American Energy Alliance,27-Mar-12,FALSE,0
Tom Kertscher,"Every time the price of gasoline rises 1 cent, ""it's a billion dollars out of our economy that goes to Saudi Arabia.""",Tommy Thompson,23-Mar-12,FALSE,0
Michael Collins,"""Congress as a whole is less popular than it’s been since polling was invented.""",Jim Cooper,20-Mar-12,TRUE,0
Bill Wichert,"""The (ARC Tunnel) project was originally estimated to be $8.7 billion, and New Jersey alone was on the hook for all overruns.""",Jennifer Beck,11-Apr-12,TRUE,0
Aaron Marshall,"""Large phone companies and their trade association have hired 35 registered lobbyists to influence and pass SB 271 (deregulation legislation).""",AARP,26-Mar-12,Mostly True,1
Eric Stirgus,"""The ACLU has filed a suit to end prayer from the military completely.""",Chain email,21-Mar-12,Pants Fire,0
C. Eugene Emery Jr.,"""Only 14 percent of Catholics agree with the Vatican's position that abortion should be illegal.""",Jon O'Brien,11-Apr-12,Mostly True,1
Becky Bowers,"""We've brought trade cases against China at nearly twice the rate as the last administration.""",Barack Obama,13-Apr-12,Half True,1
Nancy  Madsen,"George Allen ""voted for 40,000 earmarks.""",Jamie Radtke,28-Mar-12,Mostly True,1
Dave Umhoefer,"In labor negotiations with city employees, Milwaukee Mayor Tom Barrett ""demanded concessions that went beyond those mandated"" by Gov. Scott Walker’s collective bargaining law",AFSCME,7-Apr-12,Barely True,0
Willoughby Mariano,"A proposed regional transportation tax will last ""a minimum"" of 10 years, and has been approved to last longer.",Anonymous Flier,4-Apr-12,FALSE,0
Angie Drobnic Holan,"""We are at a 40-year low in our crime rate in our state.""",Rick Scott,13-Apr-12,TRUE,0
Sue Owen,Says his Texas election fraud investigations have resulted in 50 convictions.,Greg Abbott,12-Mar-12,Half True,1
W. Gardner Selby,"""The non-partisan Congressional Budget Office concluded ObamaCare will cost the U.S. more than 800,000 jobs.""",Roger Williams,11-Apr-12,Barely True,0
Tom Feran,"Says President Obama's decision to not issue a permit for the Keystone XL pipeline meant ""we were denied the ability immediately to reduce prices at the pump.""",Mike Dovilla,13-Mar-12,FALSE,0
Alex Kuffner,"""Rhode Island’s exports have increased by 53 percent in the last two years.""",Lisa Tomasso,5-Apr-12,TRUE,0
Louis Jacobson,"""By the time I finish this speech, two Americans will be slain, six women will be raped, 27 of us will be robbed, and 50 more will be beaten.""",Wayne LaPierre,14-Apr-12,Mostly True,1
W. Gardner Selby,Says opponent Ted Cruz has not led businesses.,Tom Leppert,13-Apr-12,TRUE,0
Molly Moorhead,"""The bulk of the people who are shot with a weapon — other than these drug gangs taking on one another — end up being shot with their own weapon.""",Joe Biden,1-Apr-12,Half True,1
Erin O'Neill,"""While the country’s economy was battered, nine states with no income tax actually grew jobs from 2001 to 2010.""",BettyLou DeCroce,8-Apr-12,Half True,1
Eric Stirgus,The U.S. Supreme Court has not traditionally asked a lot of questions during oral arguments.,Clarence Thomas,5-Apr-12,TRUE,0
Tom Kertscher,"Says his sons were ""targeted"" on Facebook ""by out-of-state protesters.""",Scott Walker,31-Mar-12,Half True,1
Erin O'Neill,"""In April 1997, there was a ‘gas out’ conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight.""",Facebook posts,30-Mar-12,Pants Fire,0
Eric Stirgus,"Georgia is one of three states that ""effectively have no regulations whatsoever on lobbyists giving to legislators.""",Josh McKoon,3-Apr-12,TRUE,0
Alex Kuffner,"The ""Buffett rule"" ""raises virtually no money, maybe a day and a half of our borrowing per year.""",Barry Hinckley,11-Apr-12,Mostly True,1
Bartholomew Sullivan,"""This rule could prevent children under 18 from using such tools as a power screwdriver, a milking machine or something as simple as a wheelbarrow on the family farm . . . """,Lamar Alexander,22-Mar-12,Barely True,0
Louis Jacobson,"The 30 percent tax rate called for under President Barack Obama’s proposed Buffett Rule ""is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.""",Joe Biden,12-Apr-12,Half True,1
Charles Pope,"Says the Pentagon has never passed a financial audit. In fact,  the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits.",Peter DeFazio,13-Apr-12,TRUE,0
Katie Sanders,"""It's the first time in the nation this many members have been drawn (by a Legislature) into the same districts where it wasn't a court order.""",Will Weatherford,28-Mar-12,Mostly True,1
Becky Bowers,"Says oil ""production's down where Obama's in charge.""",Crossroads GPS,10-Apr-12,Half True,1
Katie Sanders,"Says Sen. Bill Nelson voted to spend ""$144,541 to see how monkeys react under the influence of cocaine.""",Connie Mack,12-Apr-12,Barely True,0
Warren Fiske,"Says a bill requiring ultrasounds before abortions ""was supported by Republicans and Democrats.""",Bob McDonnell,11-Apr-12,Half True,1
Dave Umhoefer,"""Together we added more jobs than any other area"" while I was Dane County executive.",Kathleen Falk,9-Apr-12,Half True,1
Sabrina  Eaton,"""Since President Obama took office, our federal spending has increased by nearly 30 percent and our national debt has increased by almost 50 percent.""",Jim Renacci,5-Apr-12,Half True,1
Willoughby Mariano,"""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""",Metro Atlanta Voter Education Network,2-Apr-12,TRUE,0
Louis Jacobson,"""What president has the worst record on female labor force participation? Barack Obama.""",Mitt Romney,9-Apr-12,Barely True,0
Janie Har,"Says the treasurer’s office has ""saved $37 million in management costs for the oversight of public investments.""",Ted  Wheeler,3-Apr-12,Barely True,0
W. Gardner Selby,The 2011 Legislature did not cut Texas public school funding.,Susan Combs,4-Apr-12,Pants Fire,0
Dave Umhoefer,"Says ""unemployment tripled"" in Dane County due to Kathleen Falk’s tax policies",Republican Governors Association,29-Mar-12,Half True,1
Bill Wichert,"Says New Jersey Devils managing partner Jeff Vanderbeek ""took us into arbitration.""",Cory Booker,4-Apr-12,FALSE,0
Bill Wichert,"Says New Jersey Devils managing partner Jeff Vanderbeek ""froze all those monies during the toughest years in ‘08-’09"" and ""refused to give the charitable dollars that he was required to give by the contract.""",Cory Booker,9-Apr-12,Mostly True,1
Tom Humphrey,"Says abortion doctors are ""flying into this state, performing abortions and flying out.""",Matthew Hill,29-Mar-12,FALSE,0
Stephen Koff,"Sen. Sherrod Brown’s vote helped pass ""Barack Obama’s job-killing health care law, which slapped small businesses throughout Ohio with a $500 billion tax increase.""",National Republican Senatorial Committee,4-Apr-12,Pants Fire,0
C. Eugene Emery Jr.,President Obama's refusal to grant permits for offshore drilling is one reason gasoline prices are soaring.,Mike Huckabee,2-Apr-12,Pants Fire,0
Amy Sherman,"About 78 to 81 House Democrats ""are members of the Communist Party. ... It’s called the Congressional Progressive Caucus.""",Allen West,10-Apr-12,Pants Fire,0
W. Gardner Selby,Says she balanced a $10 billion budget shortfall without raising taxes.,Elizabeth Ames Jones,9-Apr-12,Barely True,0
Dave Umhoefer,"Mayor Tom Barrett’s policies drove unemployment up 27 percent in Milwaukee, pushing it to ""one of America’s 10 worst cities for unemployment.""",Republican Governors Association,29-Apr-12,Half True,1
Bill Wichert,"Says the United States ""actually exports more gasoline, diesel and other fuels than it imported in 2011 for the first time since, I think, 1949.""",Robert Menendez,28-Mar-12,TRUE,0
Tom Feran,"""Our rainy day fund has gone from 89 cents to $240 million.""",John Kasich,2-Apr-12,TRUE,0
Meghan Ashford-Grooms,"Says that Mitt Romney, while he was in Arizona, said he believes the state’s SB 1070 immigration law should be the model for national immigration laws.",Charlie Gonzalez,27-Mar-12,FALSE,0
Willoughby Mariano,"The Keystone oil pipeline ""would employ 20,000 people in the United States.""",Johnny Isakson,23-Feb-12,FALSE,0
Molly Moorhead,"""Women account for 92.3 percent of the jobs lost under Obama.""",Mitt Romney,6-Apr-12,Barely True,0
Angie Drobnic Holan,"""98 percent of American families"" make ""under $250,000 a year.""",Barack Obama,10-Apr-12,TRUE,0
